suburb,latitude,longitude,date,type,description
Port Melbourne,-37.829494,144.931797,2010-01-13,SEXUAL_ASSAULT,"Just as the sun was setting, a person who seemed to be following me tried to pull me toward a darker area in a poorly lit laneway. I called the police later."
Richmond,-37.813521,144.990199,2010-01-13,SEXUAL_ASSAULT,"Broad daylight, near the shops, a couple arguing loudly pinned me against a wall briefly by the public restrooms. I was left feeling vulnerable."
Williamstown,-37.86441,144.886919,2010-01-14,SEXUAL_ASSAULT,"Broad daylight, near the shops, an individual who appeared intoxicated committed a physical assault near a historic monument. I was left feeling vulnerable."
Thornbury,-37.749901,145.000626,2010-01-14,STREET_HARASSMENT,"Just as the sun was setting, a middle-aged man persistently asked for my number underneath a railway bridge. I called the police later."
Prahran,-37.852568,144.984731,2010-01-14,STREET_HARASSMENT,"Just as the sun was setting, a group of individuals engaged in intimidating verbal behavior along the bike path by the creek. I reported it via a safety app."
South Yarra,-37.836362,144.996379,2010-01-16,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, a woman in a reflective vest tried to block my exit with their body near a deserted construction zone. I felt my heart racing."
South Yarra,-37.840053,144.980324,2010-01-16,STREET_HARASSMENT,"Commuting during the morning rush, a middle-aged man persistently asked for my number outside a pharmacy. I moved to a better-lit area."
Flemington,-37.790635,144.935554,2010-01-20,SEXUAL_ASSAULT,"During the evening rush, a cyclist who stopped suddenly violated personal space aggressively in a poorly lit laneway. I reported it to a nearby officer."
Coburg,-37.754564,144.954644,2010-01-20,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a middle-aged man made sexualized threats in a quiet residential cul-de-sac. I called a friend immediately."
Docklands,-37.815237,144.952304,2010-01-20,STREET_HARASSMENT,"After finishing dinner at a restaurant, a person acting erratically mocked my appearance loudly by the public restrooms. I managed to run away."
Essendon,-37.745898,144.90552,2010-01-21,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, an aggressive individual intentionally bumped into me at the taxi rank. I took a photo from a distance."
Brunswick,-37.757458,144.948746,2010-01-22,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, an aggressive individual brushed against me multiple times near the station entrance. I called the police later."
Collingwood,-37.797799,144.981497,2010-01-22,SEXUAL_ASSAULT,"Meeting friends for drinks, a stranger asking for directions violated personal space aggressively on the steps of the library. I was left feeling vulnerable."
Coburg,-37.741399,144.97396,2010-01-25,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, a middle-aged man tried to block my exit with their body near the station entrance. Thankfully, a bystander helped."
Northcote,-37.766771,144.998032,2010-01-27,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, a stranger wearing a hoodie made inappropriate contact in a crowd in the middle of the park. I shouted at them to leave me alone."
Docklands,-37.807078,144.954298,2010-01-28,UNWANTED_PHYSICAL_CONTACT,"Commuting during the morning rush, a person with their hood up pushed past me aggressively outside a popular cafe. I'm shaken but okay."
Camberwell,-37.830002,145.04947,2010-01-29,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a cyclist who stopped suddenly tried to engage in unwanted conversation near a deserted construction zone. I was left feeling vulnerable."
East Melbourne,-37.804661,144.980973,2010-01-30,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a group of individuals threw a small object at me in a quiet residential cul-de-sac. I called a friend immediately."
Essendon,-37.743786,144.918459,2010-01-30,SEXUAL_ASSAULT,"Meeting friends for drinks, a delivery driver made sexualized threats in the middle of the park. I felt very unsafe."
Flemington,-37.794573,144.916121,2010-01-30,STREET_HARASSMENT,"Just after leaving the station, a stranger wearing a hoodie shouted offensive slurs in the underground parking lot. I reported it via a safety app."
Toorak,-37.849885,145.023563,2010-01-31,STREET_HARASSMENT,"Around midnight, a middle-aged man shouted nonsense to intimidate along the Yarra River walk. No one intervened."
Thornbury,-37.753326,144.994229,2010-02-01,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a person acting erratically stepped on the back of my shoes in a poorly lit laneway. I tried to ignore them."
Coburg,-37.737953,144.967595,2010-02-02,SEXUAL_ASSAULT,"Commuting during the morning rush, a person acting erratically reached out to touch me inappropriately in the middle of the park. I felt very unsafe."
Kensington,-37.7957,144.919534,2010-02-02,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, someone sitting on a park bench mimicked my movements mocking me outside a residential building. I eventually lost them in the crowd."
Essendon,-37.74267,144.923098,2010-02-04,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, someone sitting on a park bench pushed into my personal space near a bicycle path. No one intervened."
South Yarra,-37.830466,144.986476,2010-02-05,STREET_HARASSMENT,"While waiting for the tram, someone on an e-scooter mocked my appearance loudly beside a row of parked cars. I kept my head down and ran."
East Melbourne,-37.804158,144.987888,2010-02-06,STREET_HARASSMENT,"Just as the sun was setting, a group of individuals threatened to follow me home in the underground parking lot. I managed to run away."
Brunswick,-37.769833,144.948729,2010-02-06,STREET_HARASSMENT,"Checking my phone at the bus stop, someone on an e-scooter engaged in intimidating verbal behavior by the public restrooms. I took a photo from a distance."
St Kilda,-37.871901,144.971982,2010-02-07,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, a person acting erratically grabbed the back of my jacket outside a 24-hour gym. I moved to a better-lit area."
Kensington,-37.787671,144.937987,2010-02-08,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a stranger asking for directions pushed past me aggressively beside a row of parked cars. I called the police later."
Abbotsford,-37.809878,144.991501,2010-02-08,STREET_HARASSMENT,"While walking home, a stranger asking for directions persistently asked for my number at the taxi rank. I quickly ducked into a shop."
Flemington,-37.776207,144.936661,2010-02-09,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a group of teenagers grabbed my shoulder from behind outside a 7-Eleven. I'm shaken but okay."
Camberwell,-37.825513,145.060879,2010-02-09,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, someone sitting on a park bench intentionally bumped into me outside a residential building. I felt my heart racing."
St Kilda,-37.861299,144.977314,2010-02-10,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a middle-aged man cornered me and asked personal questions in a poorly lit laneway. They eventually walked off."
St Kilda,-37.868154,144.988477,2010-02-11,SEXUAL_ASSAULT,"Enjoying a coffee on the sidewalk, a middle-aged man cornered me in a secluded spot along the Yarra River walk. I called a friend immediately."
Melbourne CBD,-37.811765,144.965429,2010-02-11,STREET_HARASSMENT,"Returning books to the library, a delivery driver made persistent unwanted comments underneath a railway bridge. I took a photo from a distance."
Yarraville,-37.810046,144.885153,2010-02-13,STREET_HARASSMENT,"On a quiet side street, a person who seemed to be following me engaged in intimidating verbal behavior at the taxi rank. I felt my heart racing."
Preston,-37.7261,145.015476,2010-02-14,STREET_HARASSMENT,"After finishing dinner at a restaurant, a middle-aged man used aggressive language outside a supermarket. I reported it to a nearby officer."
Carlton,-37.797905,144.969894,2010-02-14,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, someone on an e-scooter grabbed the back of my jacket in the underground parking lot. I won't be walking that way again."
Camberwell,-37.835627,145.055582,2010-02-15,UNWANTED_PHYSICAL_CONTACT,"While walking home, a middle-aged man pushed into my personal space outside a residential building. I felt my heart racing."
Richmond,-37.828175,144.995813,2010-02-16,SEXUAL_ASSAULT,"On a quiet side street, a person who seemed to be following me made sexualized threats in the underground parking lot. Thankfully, a bystander helped."
Abbotsford,-37.805338,145.010622,2010-02-17,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, two men shouted nonsense to intimidate outside a residential building. I felt my heart racing."
Thornbury,-37.762549,144.997148,2010-02-19,SEXUAL_ASSAULT,"Coming back from a night out, someone on an e-scooter grabbed my waist without consent by the public restrooms. I eventually lost them in the crowd."
South Yarra,-37.847725,144.998636,2010-02-19,STREET_HARASSMENT,"Checking my phone at the bus stop, a stranger asking for directions made inappropriate jokes at a crowded intersection. I tried to ignore them."
Collingwood,-37.808944,144.990414,2010-02-20,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person who seemed to be following me grabbed the back of my jacket outside a residential building. I kept my head down and ran."
Moonee Ponds,-37.756513,144.918469,2010-02-20,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a group of individuals shouted derogatory remarks on the steps of the library. I called a friend immediately."
Docklands,-37.816997,144.946013,2010-02-21,STREET_HARASSMENT,"Checking my phone at the bus stop, a group of skaters mimicked my movements mocking me on the steps of the library. They eventually walked off."
Southbank,-37.827089,144.955396,2010-02-22,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, someone leaning against a wall tugged on my backpack along the Yarra River walk. They eventually walked off."
Collingwood,-37.80614,144.977445,2010-02-24,UNWANTED_PHYSICAL_CONTACT,"While walking home, a lone person pushed past me aggressively outside a 24-hour gym. I won't be walking that way again."
Essendon,-37.742011,144.910646,2010-02-24,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, an individual who appeared intoxicated attempted a forced physical interaction near a bus shelter. Thankfully, a bystander helped."
Prahran,-37.855513,144.987267,2010-02-25,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a delivery driver harassed me with sexually charged language in a poorly lit laneway. I felt my heart racing."
Moonee Ponds,-37.772126,144.935349,2010-02-25,SEXUAL_ASSAULT,"Taking a shortcut through a park, a person acting erratically tried to pull me toward a darker area outside a pharmacy. Thankfully, a bystander helped."
Preston,-37.743502,145.016372,2010-02-25,STREET_HARASSMENT,"While waiting for the tram, a stranger wearing a hoodie shouted derogatory remarks along the Yarra River walk. I eventually lost them in the crowd."
Docklands,-37.805528,144.939614,2010-02-28,STREET_HARASSMENT,"Walking the dog around the block, someone on an e-scooter made inappropriate jokes near the station entrance. I quickly ducked into a shop."
Moonee Ponds,-37.755172,144.914288,2010-02-28,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, two men tripped me as I tried to walk by near the station entrance. I'm shaken but okay."
Carlton,-37.797343,144.976069,2010-03-01,STREET_HARASSMENT,"Returning books to the library, a passerby made persistent unwanted comments outside a residential building. No one intervened."
East Melbourne,-37.814743,144.988692,2010-03-02,STREET_HARASSMENT,"Meeting friends for drinks, a group of skaters shouted derogatory remarks at a crowded intersection. I felt my heart racing."
Melbourne CBD,-37.814603,144.966355,2010-03-02,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, a person with their hood up jostled me while standing in line outside a residential building. Thankfully, a bystander helped."
Flemington,-37.774333,144.924768,2010-03-03,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, someone leaning against a wall tripped me as I tried to walk by near the entrance of a shopping centre. I felt extremely intimidated."
Toorak,-37.834535,145.005726,2010-03-03,STREET_HARASSMENT,"While walking home, two men used aggressive language outside a 24-hour gym. I was left feeling vulnerable."
Brunswick,-37.778858,144.957536,2010-03-03,UNWANTED_PHYSICAL_CONTACT,"Commuting during the morning rush, a cyclist who stopped suddenly brushed against me multiple times outside a pub. I kept my head down and ran."
Hawthorn,-37.813236,145.027159,2010-03-03,STREET_HARASSMENT,"Meeting friends for drinks, a group of individuals followed me for several blocks in a poorly lit laneway. I shouted at them to leave me alone."
Hawthorn,-37.817069,145.041952,2010-03-04,SEXUAL_ASSAULT,"Coming back from a night out, a cyclist who stopped suddenly pinned me against a wall briefly near the tram stop. I felt very unsafe."
Essendon,-37.755077,144.905758,2010-03-04,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, an individual who appeared intoxicated engaged in non-consensual touching underneath a railway bridge. I quickly ducked into a shop."
Coburg,-37.743247,144.962263,2010-03-04,SEXUAL_ASSAULT,"Exploring the local market, a group of skaters attempted a forced physical interaction beside a row of parked cars. I moved to a better-lit area."
Prahran,-37.860857,144.995701,2010-03-05,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a group of skaters groped me in the middle of the crowd outside a pharmacy. I felt my heart racing."
Hawthorn,-37.81581,145.03059,2010-03-05,UNWANTED_PHYSICAL_CONTACT,"Walking the dog around the block, an individual who appeared intoxicated threw a small object at me outside a popular cafe. I'm shaken but okay."
Moonee Ponds,-37.765402,144.913903,2010-03-06,SEXUAL_ASSAULT,"Just as the sun was setting, an aggressive individual pinned me against a wall briefly near a historic monument. I took a photo from a distance."
Essendon,-37.748406,144.904126,2010-03-06,SEXUAL_ASSAULT,"Commuting during the morning rush, a group of teenagers cornered me in a secluded spot along the bike path by the creek. I felt extremely intimidated."
Yarraville,-37.822309,144.882846,2010-03-08,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a couple arguing loudly shouted offensive slurs outside a supermarket. I shouted at them to leave me alone."
Moonee Ponds,-37.759476,144.915767,2010-03-08,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, someone sitting on a park bench nudged me forcefully outside a 24-hour gym. I eventually lost them in the crowd."
Essendon,-37.749521,144.910769,2010-03-10,STREET_HARASSMENT,"Taking a shortcut through a park, an individual who appeared intoxicated tried to engage in unwanted conversation outside a pub. I moved to a better-lit area."
Docklands,-37.823859,144.935127,2010-03-11,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a middle-aged man made lewd comments while approaching at the taxi rank. I took a photo from a distance."
St Kilda,-37.852256,144.97232,2010-03-13,STREET_HARASSMENT,"Passing by a construction site, a person who seemed to be following me tried to engage in unwanted conversation on the steps of the library. They eventually walked off."
Moonee Ponds,-37.767021,144.914341,2010-03-13,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a middle-aged man shouted offensive slurs at a crowded intersection. I called a friend immediately."
Melbourne CBD,-37.821472,144.954696,2010-03-14,SEXUAL_ASSAULT,"Taking a shortcut through a park, an individual who appeared intoxicated pinned me against a wall briefly outside a supermarket. They eventually walked off."
Prahran,-37.842667,144.987968,2010-03-14,SEXUAL_ASSAULT,"Coming back from a night out, someone leaning against a wall violated personal space aggressively in a poorly lit laneway. I eventually lost them in the crowd."
Docklands,-37.806605,144.953134,2010-03-15,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a person acting erratically shouted derogatory remarks underneath a railway bridge. I moved to a better-lit area."
Williamstown,-37.854679,144.895034,2010-03-15,SEXUAL_ASSAULT,"While waiting for the tram, a person who seemed to be following me grabbed my waist without consent near the entrance of a shopping centre. I reported it via a safety app."
Moonee Ponds,-37.766343,144.930423,2010-03-15,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a couple arguing loudly grabbed my shoulder from behind in a quiet residential cul-de-sac. I felt my heart racing."
St Kilda,-37.856816,144.987218,2010-03-16,SEXUAL_ASSAULT,"During the evening rush, a lone person reached out to touch me inappropriately near a bus shelter. I'm shaken but okay."
Yarraville,-37.814155,144.89821,2010-03-17,STREET_HARASSMENT,"Commuting during the morning rush, a couple arguing loudly threatened to follow me home near the ticket barriers. I kept my head down and ran."
Melbourne CBD,-37.815827,144.955039,2010-03-18,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a group of skaters attempted to kiss me forcefully near a deserted construction zone. I called a friend immediately."
Northcote,-37.76409,145.009781,2010-03-21,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a group of teenagers tried to pull my bag along the bike path by the creek. I managed to run away."
Yarraville,-37.807268,144.880474,2010-03-22,SEXUAL_ASSAULT,"Walking to my car, a group of teenagers made sexualized threats by the public restrooms. I called the police later."
Carlton,-37.788516,144.964589,2010-03-23,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, two men grabbed the back of my jacket outside a 24-hour gym. I reported it via a safety app."
Collingwood,-37.797034,144.994599,2010-03-23,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a group of individuals made inappropriate contact in a crowd in a quiet residential cul-de-sac. I called the police later."
North Melbourne,-37.809474,144.937372,2010-03-24,STREET_HARASSMENT,"Broad daylight, near the shops, a cyclist who stopped suddenly made inappropriate jokes outside a 7-Eleven. I reported it to a nearby officer."
Northcote,-37.778278,144.989072,2010-03-24,SEXUAL_ASSAULT,"Meeting friends for drinks, an individual who appeared intoxicated made explicit and unwanted advances near a bicycle path. I'm shaken but okay."
Prahran,-37.855153,145.003055,2010-03-25,SEXUAL_ASSAULT,"Returning books to the library, someone sitting on a park bench forced an unwanted physical encounter in the middle of the park. I shouted at them to leave me alone."
Flemington,-37.789878,144.925755,2010-03-25,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a group of teenagers made inappropriate contact in a crowd outside a 7-Eleven. I moved to a better-lit area."
Docklands,-37.804043,144.945732,2010-03-27,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a woman in a reflective vest nudged me forcefully along the Yarra River walk. They eventually walked off."
Essendon,-37.765069,144.908232,2010-03-28,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a cyclist who stopped suddenly shouted derogatory remarks near a historic monument. I quickly ducked into a shop."
Moonee Ponds,-37.766236,144.928905,2010-03-30,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a stranger wearing a hoodie threw a small object at me near a bicycle path. I reported it to a nearby officer."
Coburg,-37.738505,144.973125,2010-03-30,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a stranger wearing a hoodie attempted a forced physical interaction in the underground parking lot. I managed to run away."
Essendon,-37.760241,144.909644,2010-04-01,STREET_HARASSMENT,"On a quiet side street, a passerby shouted derogatory remarks at a crowded intersection. No one intervened."
South Yarra,-37.850868,144.983039,2010-04-03,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a person with their hood up threw a small object at me near the entrance of a shopping centre. I took a photo from a distance."
Flemington,-37.78997,144.916365,2010-04-03,STREET_HARASSMENT,"After finishing dinner at a restaurant, a middle-aged man blocked my path while catcalling outside a supermarket. I called a friend immediately."
St Kilda,-37.871245,144.984615,2010-04-03,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, two men grabbed my hand and wouldn't let go outside a pharmacy. I called a friend immediately."
Melbourne CBD,-37.821537,144.957483,2010-04-05,UNWANTED_PHYSICAL_CONTACT,"While walking home, a middle-aged man brushed against me multiple times along the bike path by the creek. They eventually walked off."
Northcote,-37.778495,145.004033,2010-04-05,STREET_HARASSMENT,"Around midnight, a stranger asking for directions shouted derogatory remarks at a crowded intersection. I took a photo from a distance."
Collingwood,-37.801842,144.989164,2010-04-05,UNWANTED_PHYSICAL_CONTACT,"Around midnight, someone sitting on a park bench grabbed my arm outside a popular cafe. I tried to ignore them."
Northcote,-37.773426,145.001924,2010-04-06,STREET_HARASSMENT,"Coming back from a night out, a delivery driver shouted derogatory remarks near a deserted construction zone. I'm shaken but okay."
Northcote,-37.779405,144.99481,2010-04-07,SEXUAL_ASSAULT,"Passing by a construction site, a stranger asking for directions engaged in non-consensual touching in a poorly lit laneway. I called a friend immediately."
Toorak,-37.834635,145.007549,2010-04-09,SEXUAL_ASSAULT,"Broad daylight, near the shops, a woman in a reflective vest exposed themselves in public in the underground parking lot. I tried to ignore them."
Port Melbourne,-37.844534,144.948632,2010-04-09,STREET_HARASSMENT,"Coming back from a night out, a delivery driver shouted offensive slurs outside a pharmacy. Thankfully, a bystander helped."
Collingwood,-37.801819,144.977767,2010-04-10,STREET_HARASSMENT,"Returning books to the library, a woman in a reflective vest refused to let me pass while staring along the bike path by the creek. I felt extremely intimidated."
Docklands,-37.811668,144.936887,2010-04-11,STREET_HARASSMENT,"Broad daylight, near the shops, an aggressive individual refused to let me pass while staring outside a supermarket. I eventually lost them in the crowd."
Coburg,-37.733975,144.970447,2010-04-11,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a passerby brushed against me multiple times near a deserted construction zone. I'm shaken but okay."
Carlton,-37.796094,144.977097,2010-04-11,SEXUAL_ASSAULT,"Returning books to the library, a woman in a reflective vest attempted to kiss me forcefully outside a 7-Eleven. They eventually walked off."
Richmond,-37.813428,144.993428,2010-04-12,UNWANTED_PHYSICAL_CONTACT,"Meeting friends for drinks, someone leaning against a wall grabbed my hand and wouldn't let go near the station entrance. Thankfully, a bystander helped."
Moonee Ponds,-37.756234,144.921736,2010-04-12,STREET_HARASSMENT,"Meeting friends for drinks, a delivery driver followed me for several blocks near a deserted construction zone. I won't be walking that way again."
North Melbourne,-37.806487,144.953938,2010-04-14,STREET_HARASSMENT,"Broad daylight, near the shops, a woman in a reflective vest made inappropriate jokes at a crowded intersection. Thankfully, a bystander helped."
Toorak,-37.849155,145.025922,2010-04-14,SEXUAL_ASSAULT,"During the evening rush, someone sitting on a park bench grabbed my waist without consent outside a pharmacy. They eventually walked off."
Brunswick,-37.769695,144.951446,2010-04-15,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a cyclist who stopped suddenly blocked my path while catcalling outside a 24-hour gym. I'm shaken but okay."
Essendon,-37.747518,144.926033,2010-04-15,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, an aggressive individual jostled me while standing in line in a quiet residential cul-de-sac. I felt very unsafe."
Northcote,-37.766231,145.0032,2010-04-15,STREET_HARASSMENT,"Walking to my car, a middle-aged man mimicked my movements mocking me on the steps of the library. I felt my heart racing."
East Melbourne,-37.819417,144.98817,2010-04-16,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a couple arguing loudly stepped on the back of my shoes near the tram stop. I took a photo from a distance."
Melbourne CBD,-37.822345,144.963111,2010-04-17,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, two men grabbed my arm in the middle of the park. I felt my heart racing."
Toorak,-37.830311,145.011157,2010-04-17,SEXUAL_ASSAULT,"Enjoying a coffee on the sidewalk, a person who seemed to be following me harassed me with sexually charged language in the underground parking lot. I'm shaken but okay."
Essendon,-37.74749,144.917093,2010-04-17,STREET_HARASSMENT,"Walking the dog around the block, an individual who appeared intoxicated shouted derogatory remarks near a bicycle path. I was left feeling vulnerable."
Yarraville,-37.805378,144.887391,2010-04-18,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, someone leaning against a wall threw a small object at me near a bus shelter. I managed to run away."
Footscray,-37.80522,144.91257,2010-04-18,SEXUAL_ASSAULT,"Coming back from a night out, someone sitting on a park bench made lewd comments while approaching near the station entrance. I was left feeling vulnerable."
Thornbury,-37.763304,144.999047,2010-04-18,STREET_HARASSMENT,"Passing by a construction site, a delivery driver engaged in intimidating verbal behavior in the underground parking lot. I kept my head down and ran."
Footscray,-37.804285,144.9149,2010-04-18,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, an aggressive individual tried to block my exit with their body outside a residential building. I managed to run away."
Footscray,-37.794105,144.913273,2010-04-19,STREET_HARASSMENT,"Passing by a construction site, a group of teenagers mocked my appearance loudly at a crowded intersection. I called a friend immediately."
Fitzroy,-37.802119,144.970203,2010-04-19,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a passerby tripped me as I tried to walk by near the ticket barriers. I'm shaken but okay."
North Melbourne,-37.788428,144.94652,2010-04-20,STREET_HARASSMENT,"Heading to the gym early, two men shouted nonsense to intimidate outside a popular cafe. I'm shaken but okay."
Coburg,-37.739437,144.952191,2010-04-20,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person acting erratically tried to pull my bag outside a supermarket. I felt extremely intimidated."
Coburg,-37.75153,144.972885,2010-04-20,SEXUAL_ASSAULT,"Passing by a construction site, a stranger wearing a hoodie attempted a forced physical interaction at the taxi rank. I moved to a better-lit area."
Port Melbourne,-37.833867,144.929176,2010-04-20,STREET_HARASSMENT,"While waiting for the tram, a group of individuals threatened to follow me home in a poorly lit laneway. I managed to run away."
Kensington,-37.801369,144.93626,2010-04-21,SEXUAL_ASSAULT,"Broad daylight, near the shops, an individual who appeared intoxicated cornered me in a secluded spot in the underground parking lot. I reported it via a safety app."
Elwood,-37.879555,144.993575,2010-04-21,SEXUAL_ASSAULT,"Returning books to the library, a passerby grabbed my waist without consent beside a row of parked cars. I called the police later."
Hawthorn,-37.824299,145.034393,2010-04-22,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, someone sitting on a park bench tugged on my backpack at the taxi rank. I quickly ducked into a shop."
East Melbourne,-37.809231,144.976554,2010-04-22,SEXUAL_ASSAULT,"Coming home from the night shift, a middle-aged man committed a physical assault near the tram stop. I eventually lost them in the crowd."
Preston,-37.746139,145.009889,2010-04-22,STREET_HARASSMENT,"Coming home from the night shift, someone leaning against a wall shouted offensive slurs at the taxi rank. I reported it via a safety app."
Hawthorn,-37.819475,145.032823,2010-04-24,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, an individual who appeared intoxicated grabbed the back of my jacket outside a pharmacy. Thankfully, a bystander helped."
Camberwell,-37.844204,145.070986,2010-04-24,STREET_HARASSMENT,"While walking home, a group of skaters was filming me without consent near the tram stop. I took a photo from a distance."
Preston,-37.733291,145.004455,2010-04-25,SEXUAL_ASSAULT,"On a quiet side street, a group of individuals made sexualized threats near a historic monument. I won't be walking that way again."
Yarraville,-37.819254,144.89446,2010-04-25,SEXUAL_ASSAULT,"Just as the sun was setting, a person with their hood up grabbed my waist without consent at the taxi rank. I eventually lost them in the crowd."
Camberwell,-37.830767,145.049309,2010-04-26,SEXUAL_ASSAULT,"Coming back from a night out, a middle-aged man attempted a forced physical interaction near the entrance of a shopping centre. I moved to a better-lit area."
Prahran,-37.840707,144.981554,2010-04-27,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, an individual who appeared intoxicated brushed against me multiple times outside a 7-Eleven. I eventually lost them in the crowd."
Camberwell,-37.828216,145.070041,2010-04-28,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a group of teenagers grabbed my shoulder from behind outside a 24-hour gym. I shouted at them to leave me alone."
Brunswick,-37.774218,144.9623,2010-04-28,STREET_HARASSMENT,"Just as the sun was setting, someone sitting on a park bench was filming me without consent beside a row of parked cars. I felt my heart racing."
Abbotsford,-37.796298,145.007746,2010-04-29,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a group of teenagers grabbed my arm outside a supermarket. I called a friend immediately."
Hawthorn,-37.822437,145.034382,2010-04-29,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a person acting erratically grabbed the back of my jacket at the taxi rank. Thankfully, a bystander helped."
Williamstown,-37.86027,144.890145,2010-04-29,STREET_HARASSMENT,"Commuting during the morning rush, a group of skaters mocked my appearance loudly near the station entrance. I shouted at them to leave me alone."
Hawthorn,-37.833285,145.038623,2010-04-29,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a stranger wearing a hoodie made inappropriate contact in a crowd in a poorly lit laneway. I took a photo from a distance."
Northcote,-37.759992,145.009017,2010-05-01,SEXUAL_ASSAULT,"Taking a shortcut through a park, a person acting erratically groped me in the middle of the crowd near the station entrance. I took a photo from a distance."
Elwood,-37.868256,144.998703,2010-05-02,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, someone sitting on a park bench threw a small object at me beside a row of parked cars. I quickly ducked into a shop."
Hawthorn,-37.830219,145.029256,2010-05-02,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a group of skaters nudged me forcefully outside a pharmacy. I kept my head down and ran."
St Kilda,-37.87594,144.981669,2010-05-03,STREET_HARASSMENT,"While waiting for the tram, a passerby shouted derogatory remarks at a crowded intersection. I quickly ducked into a shop."
Yarraville,-37.823858,144.879549,2010-05-04,STREET_HARASSMENT,"Heading to the gym early, a person with their hood up blocked my path while catcalling near the ticket barriers. I reported it to a nearby officer."
Richmond,-37.822983,145.009044,2010-05-05,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, an individual who appeared intoxicated brushed against me multiple times in a poorly lit laneway. I reported it to a nearby officer."
Hawthorn,-37.814984,145.033353,2010-05-05,UNWANTED_PHYSICAL_CONTACT,"Taking a shortcut through a park, a group of teenagers tried to block my exit with their body outside a supermarket. I moved to a better-lit area."
Coburg,-37.743883,144.96549,2010-05-05,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a couple arguing loudly whistled and made suggestive gestures along the bike path by the creek. I eventually lost them in the crowd."
