latitude,longitude,date,type
-37.7187,145.0609,2025-01-21,STREET_HARASSMENT
-37.7636,145.0791,2025-01-21,ASSAULT
-37.7124,145.076,2025-01-22,STREET_HARASSMENT
-37.7299,145.0958,2025-01-22,ASSAULT
-37.7436,145.0791,2025-01-23,THEFT
-37.713,145.0675,2025-01-24,SEXUAL_ASSAULT
-37.7404,145.0897,2025-01-26,STREET_HARASSMENT
-37.7125,145.0407,2025-01-27,UNWANTED_PHYSICAL_CONTACT
-37.7061,145.0461,2025-01-28,STREET_HARASSMENT
-37.7438,145.0733,2025-01-30,STREET_HARASSMENT
-37.7528,145.0861,2025-02-01,STREET_HARASSMENT
-37.7589,145.0765,2025-02-03,STREET_HARASSMENT
-37.7611,145.0975,2025-02-03,SEXUAL_ASSAULT
-37.7211,145.0717,2025-02-05,UNWANTED_PHYSICAL_CONTACT
-37.735,145.0462,2025-02-05,ASSAULT
-37.7229,145.0604,2025-02-06,THEFT
-37.7178,145.0537,2025-02-07,ROBBERY
-37.7172,145.0929,2025-02-08,STREET_HARASSMENT
-37.7073,145.0535,2025-02-08,STREET_HARASSMENT
-37.7641,145.0825,2025-02-11,THEFT
-37.7665,145.0994,2025-02-11,UNWANTED_PHYSICAL_CONTACT
-37.7366,145.0499,2025-02-11,ROBBERY
-37.6998,145.0443,2025-02-11,SEXUAL_ASSAULT
-37.7529,145.0439,2025-02-12,VANDALISM
-37.7259,145.0797,2025-02-18,ASSAULT
-37.7488,145.0812,2025-02-19,UNWANTED_PHYSICAL_CONTACT
-37.7318,145.0931,2025-02-19,STREET_HARASSMENT
-37.7093,145.0978,2025-02-19,ASSAULT
-37.7625,145.0883,2025-02-20,ASSAULT
-37.7241,145.0906,2025-02-23,ASSAULT
-37.7555,145.0684,2025-02-24,ROBBERY
-37.7258,145.073,2025-02-26,STREET_HARASSMENT
-37.766,145.0496,2025-02-26,ASSAULT
-37.7297,145.0607,2025-02-27,SEXUAL_ASSAULT
-37.7146,145.0963,2025-02-27,VANDALISM
-37.7177,145.093,2025-02-28,STREET_HARASSMENT
-37.6956,145.0944,2025-02-28,SEXUAL_ASSAULT
-37.7289,145.094,2025-03-02,STREET_HARASSMENT
-37.7304,145.044,2025-03-03,STREET_HARASSMENT
-37.7325,145.0958,2025-03-03,THEFT
-37.7117,145.0813,2025-03-03,UNWANTED_PHYSICAL_CONTACT
-37.7194,145.0882,2025-03-04,SUSPICIOUS_ACTIVITY
-37.7681,145.0982,2025-03-06,UNWANTED_PHYSICAL_CONTACT
-37.7129,145.0809,2025-03-07,STREET_HARASSMENT
-37.7355,145.0757,2025-03-08,STREET_HARASSMENT
-37.7409,145.0932,2025-03-08,ROBBERY
-37.7363,145.042,2025-03-09,ASSAULT
-37.7099,145.0455,2025-03-10,THEFT
-37.7225,145.0416,2025-03-10,STREET_HARASSMENT
-37.6975,145.0482,2025-03-10,STREET_HARASSMENT
-37.7453,145.0777,2025-03-11,ROBBERY
-37.7527,145.0983,2025-03-13,ASSAULT
-37.7219,145.0865,2025-03-15,STREET_HARASSMENT
-37.7219,145.0442,2025-03-17,STREET_HARASSMENT
-37.7309,145.0549,2025-03-19,UNWANTED_PHYSICAL_CONTACT
-37.7142,145.0817,2025-03-19,THEFT
-37.7487,145.0742,2025-03-19,THEFT
-37.7452,145.0857,2025-03-19,STREET_HARASSMENT
-37.7313,145.0702,2025-03-19,ROBBERY
-37.7428,145.0886,2025-03-20,STREET_HARASSMENT
-37.7646,145.0861,2025-03-20,ASSAULT
-37.7503,145.0588,2025-03-20,UNWANTED_PHYSICAL_CONTACT
-37.72,145.0608,2025-03-21,STREET_HARASSMENT
-37.7341,145.0821,2025-03-22,ROBBERY
-37.7557,145.0992,2025-03-24,STREET_HARASSMENT
-37.7379,145.0677,2025-03-24,THEFT
-37.7259,145.0639,2025-03-25,SEXUAL_ASSAULT
-37.7143,145.096,2025-03-27,SEXUAL_ASSAULT
-37.6971,145.0528,2025-03-30,ROBBERY
-37.7133,145.052,2025-03-31,VANDALISM
-37.7588,145.0687,2025-04-01,SEXUAL_ASSAULT
-37.715,145.0737,2025-04-01,THEFT
-37.7182,145.0931,2025-04-02,VANDALISM
-37.7551,145.0849,2025-04-02,UNWANTED_PHYSICAL_CONTACT
-37.7457,145.0766,2025-04-03,UNWANTED_PHYSICAL_CONTACT
-37.7679,145.0556,2025-04-03,UNWANTED_PHYSICAL_CONTACT
-37.7126,145.0718,2025-04-03,UNWANTED_PHYSICAL_CONTACT
-37.7593,145.0936,2025-04-05,UNWANTED_PHYSICAL_CONTACT
-37.7555,145.0842,2025-04-06,THEFT
-37.7036,145.0665,2025-04-06,THEFT
-37.7444,145.0408,2025-04-08,STREET_HARASSMENT
-37.73,145.0589,2025-04-10,SUSPICIOUS_ACTIVITY
-37.7582,145.0464,2025-04-10,VANDALISM
-37.6999,145.0482,2025-04-12,ROBBERY
-37.7114,145.0878,2025-04-13,SUSPICIOUS_ACTIVITY
-37.7329,145.0448,2025-04-13,STREET_HARASSMENT
-37.7106,145.0484,2025-04-15,STREET_HARASSMENT
-37.7652,145.0968,2025-04-17,ROBBERY
-37.7136,145.0911,2025-04-18,SUSPICIOUS_ACTIVITY
-37.7653,145.079,2025-04-20,ASSAULT
-37.7429,145.0578,2025-04-20,ASSAULT
-37.7106,145.0658,2025-04-20,UNWANTED_PHYSICAL_CONTACT
-37.7513,145.08,2025-04-23,THEFT
-37.7271,145.0549,2025-04-27,SUSPICIOUS_ACTIVITY
-37.7365,145.0522,2025-04-28,ASSAULT
-37.7631,145.0893,2025-04-28,STREET_HARASSMENT
-37.7567,145.0464,2025-05-03,STREET_HARASSMENT
-37.7428,145.0815,2025-05-04,STREET_HARASSMENT
-37.7547,145.0444,2025-05-04,STREET_HARASSMENT
-37.7586,145.0479,2025-05-05,THEFT
-37.7043,145.0957,2025-05-06,SEXUAL_ASSAULT
-37.7114,145.0648,2025-05-06,UNWANTED_PHYSICAL_CONTACT
-37.7052,145.0806,2025-05-08,SEXUAL_ASSAULT
-37.7538,145.0704,2025-05-09,STREET_HARASSMENT
-37.7682,145.0714,2025-05-11,UNWANTED_PHYSICAL_CONTACT
-37.7589,145.0665,2025-05-11,UNWANTED_PHYSICAL_CONTACT
-37.7608,145.0819,2025-05-11,ASSAULT
-37.747,145.0596,2025-05-11,STREET_HARASSMENT
-37.7111,145.0838,2025-05-13,STREET_HARASSMENT
-37.7386,145.0572,2025-05-14,UNWANTED_PHYSICAL_CONTACT
-37.697,145.0619,2025-05-15,ASSAULT
-37.7695,145.0557,2025-05-15,UNWANTED_PHYSICAL_CONTACT
-37.7677,145.0758,2025-05-15,THEFT
-37.759,145.0773,2025-05-16,ROBBERY
-37.7443,145.0467,2025-05-16,SEXUAL_ASSAULT
-37.744,145.0504,2025-05-16,UNWANTED_PHYSICAL_CONTACT
-37.7645,145.0596,2025-05-16,STREET_HARASSMENT
-37.768,145.0851,2025-05-17,UNWANTED_PHYSICAL_CONTACT
-37.7022,145.0635,2025-05-17,UNWANTED_PHYSICAL_CONTACT
-37.7243,145.0542,2025-05-18,STREET_HARASSMENT
-37.7213,145.0715,2025-05-20,ROBBERY
-37.7025,145.0606,2025-05-21,STREET_HARASSMENT
-37.7475,145.0861,2025-05-21,THEFT
-37.717,145.0869,2025-05-23,ROBBERY
-37.7598,145.0735,2025-05-24,THEFT
-37.7336,145.0943,2025-05-24,UNWANTED_PHYSICAL_CONTACT
-37.7441,145.0941,2025-05-24,THEFT
-37.7582,145.0983,2025-05-24,ASSAULT
-37.7433,145.0995,2025-05-25,UNWANTED_PHYSICAL_CONTACT
-37.7519,145.0471,2025-05-25,STREET_HARASSMENT
-37.6997,145.0504,2025-05-26,STREET_HARASSMENT
-37.6952,145.0723,2025-05-26,UNWANTED_PHYSICAL_CONTACT
-37.7382,145.0432,2025-05-27,UNWANTED_PHYSICAL_CONTACT
-37.7544,145.0785,2025-05-27,STREET_HARASSMENT
-37.7119,145.0735,2025-05-27,STREET_HARASSMENT
-37.72,145.0853,2025-05-28,ASSAULT
-37.7654,145.0928,2025-05-28,STREET_HARASSMENT
-37.701,145.0716,2025-05-28,SUSPICIOUS_ACTIVITY
-37.7138,145.0786,2025-06-01,SEXUAL_ASSAULT
-37.7661,145.0988,2025-06-01,ROBBERY
-37.764,145.0827,2025-06-01,ASSAULT
-37.767,145.0926,2025-06-03,SEXUAL_ASSAULT
-37.7582,145.0948,2025-06-03,THEFT
-37.7433,145.05,2025-06-03,STREET_HARASSMENT
-37.7602,145.0991,2025-06-04,UNWANTED_PHYSICAL_CONTACT
-37.7542,145.0629,2025-06-05,UNWANTED_PHYSICAL_CONTACT
-37.7374,145.0615,2025-06-05,ASSAULT
-37.7013,145.0815,2025-06-05,STREET_HARASSMENT
-37.7372,145.0526,2025-06-06,UNWANTED_PHYSICAL_CONTACT
-37.708,145.0737,2025-06-07,ROBBERY
-37.7516,145.0476,2025-06-09,STREET_HARASSMENT
-37.7481,145.0888,2025-06-11,UNWANTED_PHYSICAL_CONTACT
-37.7226,145.082,2025-06-11,THEFT
-37.7365,145.0673,2025-06-12,STREET_HARASSMENT
-37.7533,145.0658,2025-06-12,ROBBERY
-37.7306,145.0753,2025-06-12,THEFT
-37.7464,145.0846,2025-06-12,VANDALISM
-37.7286,145.0459,2025-06-13,UNWANTED_PHYSICAL_CONTACT
-37.6987,145.0706,2025-06-14,THEFT
-37.7646,145.0715,2025-06-14,SEXUAL_ASSAULT
-37.6999,145.0796,2025-06-14,STREET_HARASSMENT
-37.7297,145.0787,2025-06-15,ASSAULT
-37.7547,145.0972,2025-06-16,UNWANTED_PHYSICAL_CONTACT
-37.7503,145.0877,2025-06-16,UNWANTED_PHYSICAL_CONTACT
-37.735,145.0807,2025-06-17,UNWANTED_PHYSICAL_CONTACT
-37.704,145.063,2025-06-17,ASSAULT
-37.7661,145.0799,2025-06-19,ROBBERY
-37.7602,145.0552,2025-06-19,ASSAULT
-37.7045,145.0949,2025-06-19,ROBBERY
-37.7293,145.0514,2025-06-19,SUSPICIOUS_ACTIVITY
-37.7254,145.0431,2025-06-20,UNWANTED_PHYSICAL_CONTACT
-37.7534,145.0964,2025-06-20,VANDALISM
-37.7341,145.0487,2025-06-20,STREET_HARASSMENT
-37.707,145.0625,2025-06-20,SEXUAL_ASSAULT
-37.724,145.0887,2025-06-21,ROBBERY
-37.6971,145.0656,2025-06-23,SEXUAL_ASSAULT
-37.709,145.0489,2025-06-24,STREET_HARASSMENT
-37.7396,145.0871,2025-06-25,ASSAULT
-37.7477,145.095,2025-06-28,STREET_HARASSMENT
-37.7315,145.0767,2025-06-29,UNWANTED_PHYSICAL_CONTACT
-37.7113,145.0457,2025-06-30,STREET_HARASSMENT
-37.7173,145.0961,2025-07-01,STREET_HARASSMENT
-37.7014,145.0626,2025-07-01,ROBBERY
-37.7428,145.072,2025-07-02,SEXUAL_ASSAULT
-37.7413,145.0732,2025-07-03,STREET_HARASSMENT
-37.7041,145.0881,2025-07-05,STREET_HARASSMENT
-37.731,145.0942,2025-07-06,ASSAULT
-37.743,145.0502,2025-07-08,UNWANTED_PHYSICAL_CONTACT
-37.6961,145.079,2025-07-08,THEFT
-37.7417,145.0712,2025-07-08,SUSPICIOUS_ACTIVITY
-37.7574,145.0785,2025-07-09,STREET_HARASSMENT
-37.7353,145.0653,2025-07-11,THEFT
-37.7582,145.0735,2025-07-12,STREET_HARASSMENT
-37.7162,145.0803,2025-07-15,STREET_HARASSMENT
-37.7627,145.0434,2025-07-16,SUSPICIOUS_ACTIVITY
-37.7149,145.0467,2025-07-16,UNWANTED_PHYSICAL_CONTACT
-37.7545,145.0671,2025-07-18,THEFT
-37.7644,145.0427,2025-07-18,SUSPICIOUS_ACTIVITY
-37.7674,145.0883,2025-07-19,ASSAULT
-37.7269,145.0453,2025-07-19,THEFT
-37.6973,145.0944,2025-07-21,UNWANTED_PHYSICAL_CONTACT
-37.7564,145.0436,2025-07-21,ROBBERY
-37.701,145.0788,2025-07-22,UNWANTED_PHYSICAL_CONTACT
-37.7622,145.0744,2025-07-22,ASSAULT
-37.7698,145.0647,2025-07-23,VANDALISM
-37.7321,145.0762,2025-07-23,STREET_HARASSMENT
-37.7346,145.0486,2025-07-23,UNWANTED_PHYSICAL_CONTACT
-37.716,145.0978,2025-07-23,THEFT
-37.7094,145.0731,2025-07-24,ROBBERY
-37.7254,145.0733,2025-07-25,STREET_HARASSMENT
-37.7682,145.0612,2025-07-26,STREET_HARASSMENT
-37.7154,145.0575,2025-07-26,UNWANTED_PHYSICAL_CONTACT
-37.7084,145.0573,2025-07-26,VANDALISM
-37.7467,145.0416,2025-07-26,VANDALISM
-37.7205,145.0874,2025-07-27,SEXUAL_ASSAULT
-37.7625,145.074,2025-07-28,STREET_HARASSMENT
-37.768,145.0427,2025-07-28,SEXUAL_ASSAULT
-37.7583,145.0938,2025-07-28,UNWANTED_PHYSICAL_CONTACT
-37.7697,145.069,2025-07-29,ASSAULT
-37.7651,145.0923,2025-07-29,SUSPICIOUS_ACTIVITY
-37.6988,145.0656,2025-07-31,STREET_HARASSMENT
-37.7003,145.0511,2025-08-01,ASSAULT
-37.7222,145.0597,2025-08-02,STREET_HARASSMENT
-37.7456,145.0739,2025-08-02,SEXUAL_ASSAULT
-37.714,145.0709,2025-08-04,STREET_HARASSMENT
-37.7454,145.0788,2025-08-04,ROBBERY
-37.7344,145.048,2025-08-05,STREET_HARASSMENT
-37.7334,145.0741,2025-08-05,VANDALISM
-37.7581,145.0423,2025-08-08,SEXUAL_ASSAULT
-37.7044,145.0704,2025-08-08,THEFT
-37.7044,145.0726,2025-08-09,UNWANTED_PHYSICAL_CONTACT
-37.7643,145.0733,2025-08-09,STREET_HARASSMENT
-37.7157,145.0793,2025-08-10,ASSAULT
-37.7674,145.0632,2025-08-10,STREET_HARASSMENT
-37.7567,145.0759,2025-08-11,THEFT
-37.7092,145.076,2025-08-11,UNWANTED_PHYSICAL_CONTACT
-37.7497,145.0423,2025-08-11,SEXUAL_ASSAULT
-37.7644,145.0723,2025-08-15,SUSPICIOUS_ACTIVITY
-37.7477,145.0858,2025-08-15,STREET_HARASSMENT
-37.7297,145.0435,2025-08-16,ROBBERY
-37.7684,145.0639,2025-08-16,ASSAULT
-37.7308,145.063,2025-08-18,UNWANTED_PHYSICAL_CONTACT
-37.7374,145.0555,2025-08-18,UNWANTED_PHYSICAL_CONTACT
-37.7087,145.0734,2025-08-19,UNWANTED_PHYSICAL_CONTACT
-37.7316,145.0881,2025-08-19,STREET_HARASSMENT
-37.7549,145.0645,2025-08-19,SEXUAL_ASSAULT
-37.7634,145.0857,2025-08-20,STREET_HARASSMENT
-37.7654,145.0657,2025-08-23,UNWANTED_PHYSICAL_CONTACT
-37.7281,145.093,2025-08-23,UNWANTED_PHYSICAL_CONTACT
-37.7342,145.081,2025-08-24,SEXUAL_ASSAULT
-37.7573,145.0797,2025-08-24,ASSAULT
-37.7676,145.0752,2025-08-25,ROBBERY
-37.7212,145.0479,2025-08-26,ASSAULT
-37.7213,145.0911,2025-08-26,STREET_HARASSMENT
-37.7674,145.0804,2025-08-26,SEXUAL_ASSAULT
-37.753,145.0804,2025-08-26,STREET_HARASSMENT
-37.7289,145.067,2025-08-26,UNWANTED_PHYSICAL_CONTACT
-37.733,145.0706,2025-08-28,UNWANTED_PHYSICAL_CONTACT
-37.7571,145.0943,2025-08-30,UNWANTED_PHYSICAL_CONTACT
-37.731,145.0849,2025-08-30,STREET_HARASSMENT
-37.718,145.0721,2025-08-31,SEXUAL_ASSAULT
-37.7611,145.0937,2025-08-31,STREET_HARASSMENT
-37.7012,145.0525,2025-09-01,ROBBERY
-37.7495,145.0893,2025-09-02,SUSPICIOUS_ACTIVITY
-37.7088,145.0651,2025-09-03,THEFT
-37.7212,145.0443,2025-09-03,SUSPICIOUS_ACTIVITY
-37.7317,145.0588,2025-09-04,THEFT
-37.7072,145.0926,2025-09-04,STREET_HARASSMENT
-37.7431,145.0606,2025-09-04,THEFT
-37.7445,145.0785,2025-09-05,THEFT
-37.7664,145.0431,2025-09-06,ASSAULT
-37.7624,145.0406,2025-09-07,STREET_HARASSMENT
-37.7684,145.0589,2025-09-07,STREET_HARASSMENT
-37.7034,145.068,2025-09-08,STREET_HARASSMENT
-37.7496,145.0505,2025-09-08,UNWANTED_PHYSICAL_CONTACT
-37.6954,145.0788,2025-09-08,SEXUAL_ASSAULT
-37.7294,145.0726,2025-09-09,ASSAULT
-37.733,145.0646,2025-09-10,STREET_HARASSMENT
-37.7266,145.0529,2025-09-10,SEXUAL_ASSAULT
-37.7412,145.0564,2025-09-10,UNWANTED_PHYSICAL_CONTACT
-37.7075,145.0649,2025-09-10,STREET_HARASSMENT
-37.7698,145.0682,2025-09-11,UNWANTED_PHYSICAL_CONTACT
-37.7691,145.0821,2025-09-13,VANDALISM
-37.7691,145.0575,2025-09-14,VANDALISM
-37.7558,145.0552,2025-09-14,STREET_HARASSMENT
-37.7385,145.0979,2025-09-15,UNWANTED_PHYSICAL_CONTACT
-37.745,145.0838,2025-09-15,THEFT
-37.7606,145.041,2025-09-16,UNWANTED_PHYSICAL_CONTACT
-37.7385,145.0929,2025-09-18,UNWANTED_PHYSICAL_CONTACT
-37.7127,145.0571,2025-09-18,THEFT
-37.7549,145.072,2025-09-18,SEXUAL_ASSAULT
-37.7395,145.0598,2025-09-19,UNWANTED_PHYSICAL_CONTACT
-37.7399,145.0605,2025-09-19,STREET_HARASSMENT
-37.7104,145.0867,2025-09-21,STREET_HARASSMENT
-37.7,145.082,2025-09-22,UNWANTED_PHYSICAL_CONTACT
-37.7564,145.0549,2025-09-22,ASSAULT
-37.7349,145.052,2025-09-23,UNWANTED_PHYSICAL_CONTACT
-37.7007,145.0653,2025-09-24,ROBBERY
-37.7013,145.0863,2025-09-25,SEXUAL_ASSAULT
-37.7518,145.0965,2025-09-26,STREET_HARASSMENT
-37.7392,145.0734,2025-09-27,SEXUAL_ASSAULT
-37.7065,145.0649,2025-09-27,SEXUAL_ASSAULT
-37.7247,145.0923,2025-09-27,ASSAULT
-37.7197,145.0778,2025-09-27,UNWANTED_PHYSICAL_CONTACT
-37.7685,145.079,2025-09-30,ROBBERY
-37.7155,145.088,2025-09-30,STREET_HARASSMENT
-37.703,145.0694,2025-09-30,STREET_HARASSMENT
-37.7213,145.0828,2025-10-01,UNWANTED_PHYSICAL_CONTACT
-37.752,145.06,2025-10-01,ROBBERY
-37.7415,145.071,2025-10-01,ASSAULT
-37.712,145.0465,2025-10-04,SEXUAL_ASSAULT
-37.7693,145.0452,2025-10-05,STREET_HARASSMENT
-37.7607,145.0894,2025-10-06,ROBBERY
-37.7156,145.0745,2025-10-07,ROBBERY
-37.7498,145.083,2025-10-07,ASSAULT
-37.7479,145.061,2025-10-07,UNWANTED_PHYSICAL_CONTACT
-37.7159,145.042,2025-10-07,SEXUAL_ASSAULT
-37.7395,145.0722,2025-10-08,STREET_HARASSMENT
-37.7132,145.0454,2025-10-08,ASSAULT
-37.7242,145.0816,2025-10-09,SEXUAL_ASSAULT
-37.7113,145.0706,2025-10-09,SEXUAL_ASSAULT
-37.7463,145.0641,2025-10-10,THEFT
-37.6962,145.075,2025-10-14,SEXUAL_ASSAULT
-37.7346,145.0906,2025-10-15,STREET_HARASSMENT
-37.767,145.0822,2025-10-15,SEXUAL_ASSAULT
-37.7045,145.0627,2025-10-16,STREET_HARASSMENT
-37.7186,145.0952,2025-10-16,ROBBERY
-37.7166,145.0634,2025-10-16,SEXUAL_ASSAULT
-37.7295,145.0706,2025-10-16,ASSAULT
-37.7125,145.0936,2025-10-18,UNWANTED_PHYSICAL_CONTACT
-37.7383,145.0456,2025-10-22,UNWANTED_PHYSICAL_CONTACT
-37.7207,145.0641,2025-10-23,UNWANTED_PHYSICAL_CONTACT
-37.7119,145.0612,2025-10-25,STREET_HARASSMENT
-37.7096,145.0949,2025-10-25,UNWANTED_PHYSICAL_CONTACT
-37.7002,145.0582,2025-10-27,UNWANTED_PHYSICAL_CONTACT
-37.7047,145.0685,2025-10-28,ROBBERY
-37.7107,145.0479,2025-10-28,SEXUAL_ASSAULT
-37.7294,145.0475,2025-10-28,UNWANTED_PHYSICAL_CONTACT
-37.7223,145.0515,2025-10-30,UNWANTED_PHYSICAL_CONTACT
-37.7027,145.0617,2025-10-30,ROBBERY
-37.7339,145.0401,2025-10-31,VANDALISM
-37.7579,145.0419,2025-10-31,SUSPICIOUS_ACTIVITY
-37.7056,145.066,2025-10-31,THEFT
-37.7337,145.0695,2025-11-01,UNWANTED_PHYSICAL_CONTACT
-37.7066,145.0785,2025-11-01,STREET_HARASSMENT
-37.7623,145.0426,2025-11-01,UNWANTED_PHYSICAL_CONTACT
-37.7113,145.0463,2025-11-03,THEFT
-37.7688,145.0698,2025-11-03,STREET_HARASSMENT
-37.7641,145.0666,2025-11-03,STREET_HARASSMENT
-37.7609,145.0711,2025-11-04,UNWANTED_PHYSICAL_CONTACT
-37.7208,145.0658,2025-11-05,UNWANTED_PHYSICAL_CONTACT
-37.6972,145.0777,2025-11-07,VANDALISM
-37.7425,145.0418,2025-11-08,STREET_HARASSMENT
-37.7617,145.0559,2025-11-08,ASSAULT
-37.7445,145.0613,2025-11-08,STREET_HARASSMENT
-37.7682,145.0489,2025-11-08,STREET_HARASSMENT
-37.7296,145.0613,2025-11-09,UNWANTED_PHYSICAL_CONTACT
-37.6964,145.0533,2025-11-09,SEXUAL_ASSAULT
-37.7439,145.0407,2025-11-12,STREET_HARASSMENT
-37.7161,145.088,2025-11-13,STREET_HARASSMENT
-37.7372,145.0561,2025-11-14,VANDALISM
-37.7605,145.0873,2025-11-14,UNWANTED_PHYSICAL_CONTACT
-37.7534,145.0451,2025-11-15,UNWANTED_PHYSICAL_CONTACT
-37.7671,145.0527,2025-11-16,ROBBERY
-37.6979,145.0862,2025-11-16,VANDALISM
-37.7631,145.054,2025-11-16,VANDALISM
-37.7049,145.0497,2025-11-17,UNWANTED_PHYSICAL_CONTACT
-37.6966,145.0696,2025-11-18,UNWANTED_PHYSICAL_CONTACT
-37.7665,145.0908,2025-11-18,VANDALISM
-37.7517,145.0787,2025-11-19,VANDALISM
-37.732,145.0699,2025-11-20,STREET_HARASSMENT
-37.7008,145.0628,2025-11-21,ROBBERY
-37.728,145.0844,2025-11-21,ROBBERY
-37.7303,145.0779,2025-11-22,STREET_HARASSMENT
-37.7109,145.0722,2025-11-22,ASSAULT
-37.7642,145.0506,2025-11-23,SEXUAL_ASSAULT
-37.7282,145.0431,2025-11-25,SUSPICIOUS_ACTIVITY
-37.7302,145.0579,2025-11-26,UNWANTED_PHYSICAL_CONTACT
-37.7292,145.0786,2025-11-26,SUSPICIOUS_ACTIVITY
-37.7495,145.0623,2025-11-26,ASSAULT
-37.7342,145.0525,2025-11-27,ROBBERY
-37.7188,145.0549,2025-11-27,SUSPICIOUS_ACTIVITY
-37.7654,145.068,2025-11-28,STREET_HARASSMENT
-37.7655,145.0596,2025-11-28,VANDALISM
-37.7498,145.0961,2025-11-28,THEFT
-37.7304,145.0763,2025-11-30,ROBBERY
-37.7138,145.0456,2025-11-30,ASSAULT
-37.7035,145.0527,2025-11-30,THEFT
-37.7199,145.0779,2025-12-02,SEXUAL_ASSAULT
-37.7145,145.0657,2025-12-02,STREET_HARASSMENT
-37.7542,145.0641,2025-12-02,UNWANTED_PHYSICAL_CONTACT
-37.7288,145.0919,2025-12-03,ASSAULT
-37.7302,145.072,2025-12-04,UNWANTED_PHYSICAL_CONTACT
-37.7048,145.0886,2025-12-04,ASSAULT
-37.7387,145.0808,2025-12-07,STREET_HARASSMENT
-37.7583,145.0674,2025-12-07,STREET_HARASSMENT
-37.7237,145.0696,2025-12-08,STREET_HARASSMENT
-37.7227,145.0581,2025-12-08,UNWANTED_PHYSICAL_CONTACT
-37.7474,145.0698,2025-12-09,UNWANTED_PHYSICAL_CONTACT
-37.7651,145.0838,2025-12-09,SEXUAL_ASSAULT
-37.6955,145.081,2025-12-11,THEFT
-37.7638,145.0808,2025-12-12,STREET_HARASSMENT
-37.7011,145.0693,2025-12-13,STREET_HARASSMENT
-37.7132,145.0648,2025-12-14,SEXUAL_ASSAULT
-37.7131,145.0444,2025-12-14,STREET_HARASSMENT
-37.7236,145.0938,2025-12-16,ROBBERY
-37.7548,145.0695,2025-12-16,STREET_HARASSMENT
-37.7056,145.0949,2025-12-16,THEFT
-37.7499,145.0701,2025-12-17,ROBBERY
-37.703,145.0655,2025-12-17,VANDALISM
-37.7008,145.0618,2025-12-17,ASSAULT
-37.7546,145.0791,2025-12-18,STREET_HARASSMENT
-37.7023,145.0503,2025-12-20,THEFT
-37.729,145.0998,2025-12-20,STREET_HARASSMENT
-37.7043,145.0783,2025-12-21,STREET_HARASSMENT
-37.7683,145.0556,2025-12-21,VANDALISM
-37.7223,145.0854,2025-12-22,ROBBERY
-37.7475,145.0512,2025-12-23,UNWANTED_PHYSICAL_CONTACT
-37.7005,145.0658,2025-12-24,STREET_HARASSMENT
-37.7578,145.0626,2025-12-24,ASSAULT
-37.7535,145.0739,2025-12-25,STREET_HARASSMENT
-37.7006,145.0602,2025-12-26,SEXUAL_ASSAULT
-37.7313,145.0625,2025-12-26,SUSPICIOUS_ACTIVITY
-37.7289,145.0788,2025-12-27,SUSPICIOUS_ACTIVITY
-37.7056,145.0836,2025-12-30,ROBBERY
-37.7611,145.0626,2025-12-31,ROBBERY
-37.7089,145.0852,2026-01-01,UNWANTED_PHYSICAL_CONTACT
-37.7694,145.0588,2026-01-03,STREET_HARASSMENT
-37.7511,145.057,2026-01-03,UNWANTED_PHYSICAL_CONTACT
-37.7035,145.0781,2026-01-03,UNWANTED_PHYSICAL_CONTACT
-37.7415,145.0682,2026-01-04,STREET_HARASSMENT
-37.7609,145.0632,2026-01-04,UNWANTED_PHYSICAL_CONTACT
-37.7492,145.0465,2026-01-04,ASSAULT
-37.7186,145.0727,2026-01-04,UNWANTED_PHYSICAL_CONTACT
-37.7642,145.0644,2026-01-05,UNWANTED_PHYSICAL_CONTACT
-37.7391,145.0654,2026-01-05,SEXUAL_ASSAULT
-37.7371,145.0965,2026-01-08,ROBBERY
-37.7034,145.0873,2026-01-08,STREET_HARASSMENT
-37.7194,145.0717,2026-01-10,THEFT
-37.7038,145.0835,2026-01-11,SUSPICIOUS_ACTIVITY
-37.7563,145.0893,2026-01-12,ROBBERY
-37.7263,145.0461,2026-01-13,THEFT
-37.7451,145.043,2026-01-14,SEXUAL_ASSAULT
-37.7475,145.0926,2026-01-16,STREET_HARASSMENT
-37.7318,145.0991,2026-01-17,THEFT
-37.7384,145.0548,2026-01-17,ASSAULT
-37.7271,145.0527,2026-01-17,STREET_HARASSMENT
-37.7438,145.0952,2026-01-17,THEFT
-37.7694,145.0847,2026-01-17,STREET_HARASSMENT
-37.7085,145.0774,2026-01-17,STREET_HARASSMENT
-37.7437,145.0977,2026-01-18,UNWANTED_PHYSICAL_CONTACT
-37.7444,145.0419,2026-01-19,ROBBERY
-37.768,145.0771,2026-01-20,VANDALISM
-37.6965,145.0654,2026-01-21,UNWANTED_PHYSICAL_CONTACT
-37.7482,145.0605,2026-01-23,STREET_HARASSMENT
-37.703,145.0614,2026-01-23,ROBBERY
-37.6986,145.0942,2026-01-23,SEXUAL_ASSAULT
-37.7227,145.0973,2026-01-24,ASSAULT
-37.7529,145.0551,2026-01-26,STREET_HARASSMENT
-37.7579,145.0427,2026-01-27,STREET_HARASSMENT
-37.7313,145.0594,2026-01-28,STREET_HARASSMENT
-37.7224,145.0921,2026-02-02,ROBBERY
-37.7614,145.0471,2026-02-04,ASSAULT
-37.7689,145.0574,2026-02-05,STREET_HARASSMENT
-37.7634,145.0901,2026-02-05,THEFT
