suburb,latitude,longitude,date,type,description
Cranbourne,-38.082205,145.256052,2021-10-29,STREET_HARASSMENT,"Just as the sun was setting, a stranger wearing a hoodie engaged in intimidating verbal behavior in the middle of the park. I'm shaken but okay."
Melton,-37.666846,144.601374,2021-10-31,UNWANTED_PHYSICAL_CONTACT,"Taking a shortcut through a park, a person acting erratically grabbed my arm in the middle of the park. I won't be walking that way again."
Box Hill,-37.835633,145.098005,2021-10-31,SEXUAL_ASSAULT,"Coming back from a night out, a person acting erratically tried to pull me toward a darker area at a crowded intersection. I called a friend immediately."
Mornington,-38.227318,145.015424,2021-11-03,SEXUAL_ASSAULT,"Exploring the local market, a group of individuals groped me in the middle of the crowd along the main road. I won't be walking that way again."
Tarneit,-37.813218,144.671518,2021-11-04,STREET_HARASSMENT,"Exploring the local market, a lone person blocked my path while catcalling near the station entrance. I reported it via a safety app."
Werribee,-37.878421,144.658411,2021-11-05,SEXUAL_ASSAULT,"Walking to my car, an individual who appeared intoxicated violated personal space aggressively outside a supermarket. I tried to ignore them."
Hurstbridge,-37.614306,145.216752,2021-11-06,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a lone person tried to pull my bag along the main road. I tried to ignore them."
Box Hill,-37.84498,145.111811,2021-11-07,STREET_HARASSMENT,"Taking a shortcut through a park, a cyclist who stopped suddenly shouted derogatory remarks by the public restrooms. They eventually walked off."
Craigieburn,-37.618978,144.919482,2021-11-07,SEXUAL_ASSAULT,"Exploring the local market, a lone person violated personal space aggressively outside a residential building. Thankfully, a bystander helped."
Hurstbridge,-37.615905,145.193827,2021-11-07,SEXUAL_ASSAULT,"Just after leaving the station, two men tried to pull me toward a darker area outside a local pub. I managed to run away."
St Kilda,-37.863398,144.970248,2021-11-09,STREET_HARASSMENT,"Broad daylight, near the shops, an aggressive individual shouted derogatory remarks near the edge of the bushland. I eventually lost them in the crowd."
Box Hill,-37.811465,145.10143,2021-11-09,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, two men pushed past me aggressively near the edge of the bushland. I eventually lost them in the crowd."
Craigieburn,-37.61487,144.919454,2021-11-10,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a group of teenagers tried to pull my bag outside a supermarket. I quickly ducked into a shop."
Hurstbridge,-37.64496,145.192648,2021-11-11,SEXUAL_ASSAULT,"On a quiet side street, two men made explicit and unwanted advances outside a 24-hour gym. I eventually lost them in the crowd."
Werribee,-37.923897,144.660927,2021-11-11,STREET_HARASSMENT,"Checking my phone at the bus stop, a person acting erratically shouted offensive slurs along the main road. Thankfully, a bystander helped."
Epping,-37.647934,145.006637,2021-11-12,SEXUAL_ASSAULT,"Just after leaving the station, two men engaged in non-consensual touching by the public restrooms. I quickly ducked into a shop."
Ferntree Gully,-37.898283,145.268988,2021-11-12,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a lone person tried to pull my bag outside a local pub. I reported it via a safety app."
Cranbourne,-38.119402,145.290295,2021-11-13,SEXUAL_ASSAULT,"Walking the dog around the block, an individual who appeared intoxicated groped me in the middle of the crowd at a crowded intersection. Thankfully, a bystander helped."
Belgrave,-37.892223,145.32841,2021-11-13,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a cyclist who stopped suddenly tried to pull my bag along the main road. I eventually lost them in the crowd."
Sunshine,-37.7985,144.815411,2021-11-13,SEXUAL_ASSAULT,"Just after leaving the station, a delivery driver made explicit and unwanted advances outside a 7-Eleven. I reported it to a nearby officer."
Ferntree Gully,-37.910308,145.292168,2021-11-13,SEXUAL_ASSAULT,"Exploring the local market, a person acting erratically violated personal space aggressively outside a 24-hour gym. I reported it via a safety app."
Ferntree Gully,-37.868948,145.310084,2021-11-14,SEXUAL_ASSAULT,"Just as the sun was setting, a stranger wearing a hoodie engaged in non-consensual touching outside a supermarket. They eventually walked off."
Point Cook,-37.913195,144.74687,2021-11-15,SEXUAL_ASSAULT,"Taking a shortcut through a park, a delivery driver groped me in the middle of the crowd outside a 24-hour gym. I'm shaken but okay."
Cheltenham,-37.983641,145.055598,2021-11-17,SEXUAL_ASSAULT,"Heading to the gym early, a lone person violated personal space aggressively outside a local pub. They eventually walked off."
Box Hill,-37.827399,145.12761,2021-11-18,STREET_HARASSMENT,"Broad daylight, near the shops, two men engaged in intimidating verbal behavior outside a residential building. They eventually walked off."
Carlton,-37.824856,144.977918,2021-11-18,SEXUAL_ASSAULT,"Broad daylight, near the shops, a passerby violated personal space aggressively outside a 7-Eleven. I won't be walking that way again."
Richmond,-37.818357,144.997425,2021-11-18,SEXUAL_ASSAULT,"Coming home from the night shift, a person who seemed to be following me violated personal space aggressively in a poorly lit laneway. I reported it via a safety app."
Cranbourne,-38.080918,145.285646,2021-11-21,SEXUAL_ASSAULT,"Coming home from the night shift, a stranger wearing a hoodie made explicit and unwanted advances outside a residential building. I eventually lost them in the crowd."
Melton,-37.681175,144.570354,2021-11-23,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a person who seemed to be following me made explicit and unwanted advances outside a local pub. Thankfully, a bystander helped."
Craigieburn,-37.595275,144.905633,2021-11-24,STREET_HARASSMENT,"Coming home from the night shift, a lone person followed me for several blocks outside a 7-Eleven. I won't be walking that way again."
Broadmeadows,-37.681255,144.935077,2021-11-26,SEXUAL_ASSAULT,"Walking to my car, a middle-aged man tried to pull me toward a darker area near a bicycle path. I called a friend immediately."
Frankston,-38.123623,145.097829,2021-11-27,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a person acting erratically shouted derogatory remarks along the main road. I managed to run away."
Cheltenham,-37.96136,145.07214,2021-11-29,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, two men pushed past me aggressively in the middle of the park. I eventually lost them in the crowd."
St Kilda,-37.864941,144.993296,2021-11-30,SEXUAL_ASSAULT,"Coming back from a night out, a cyclist who stopped suddenly engaged in non-consensual touching outside a residential building. No one intervened."
Point Cook,-37.906636,144.76757,2021-11-30,SEXUAL_ASSAULT,"Exploring the local market, a group of individuals made explicit and unwanted advances near the entrance of a shopping centre. I felt very unsafe."
Brighton,-37.895625,144.990829,2021-12-01,STREET_HARASSMENT,"During the evening rush, a cyclist who stopped suddenly blocked my path while catcalling by the public restrooms. No one intervened."
St Kilda,-37.871971,144.97321,2021-12-02,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a person who seemed to be following me pushed past me aggressively outside a residential building. I reported it via a safety app."
Frankston,-38.153647,145.134561,2021-12-02,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a cyclist who stopped suddenly exposed themselves in public near the edge of the bushland. I'm shaken but okay."
Werribee,-37.879872,144.660584,2021-12-03,STREET_HARASSMENT,"Walking to my car, someone on an e-scooter blocked my path while catcalling near the ticket barriers. I quickly ducked into a shop."
Epping,-37.631572,145.043204,2021-12-04,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, someone on an e-scooter tried to pull my bag in the middle of the park. I called a friend immediately."
Craigieburn,-37.589599,144.911496,2021-12-05,SEXUAL_ASSAULT,"Checking my phone at the bus stop, someone on an e-scooter groped me in the middle of the crowd outside a 7-Eleven. I eventually lost them in the crowd."
Belgrave,-37.910846,145.341205,2021-12-06,SEXUAL_ASSAULT,"Browsing the shops on a busy Saturday, a group of teenagers groped me in the middle of the crowd near a bicycle path. I reported it to a nearby officer."
Sunshine,-37.772023,144.825169,2021-12-06,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a stranger wearing a hoodie intentionally bumped into me outside a supermarket. I called a friend immediately."
St Albans,-37.756673,144.780328,2021-12-09,UNWANTED_PHYSICAL_CONTACT,"While walking home, a person acting erratically grabbed my hand and wouldn't let go in the underground parking lot. Thankfully, a bystander helped."
Ferntree Gully,-37.865191,145.276627,2021-12-09,SEXUAL_ASSAULT,"Taking a shortcut through a park, two men made explicit and unwanted advances outside a 7-Eleven. I reported it to a nearby officer."
Dandenong,-37.972395,145.225389,2021-12-13,STREET_HARASSMENT,"Waiting for a rideshare to arrive, a stranger wearing a hoodie followed me for several blocks along the main road. No one intervened."
Footscray,-37.776813,144.884113,2021-12-13,SEXUAL_ASSAULT,"Around midnight, a lone person made explicit and unwanted advances in the underground parking lot. I called a friend immediately."
Belgrave,-37.898412,145.330444,2021-12-14,STREET_HARASSMENT,"While walking home, a lone person cornered me and asked personal questions near the ticket barriers. I'm shaken but okay."
Cranbourne,-38.115131,145.275758,2021-12-15,STREET_HARASSMENT,"Coming home from the night shift, a lone person engaged in intimidating verbal behavior near a bicycle path. I reported it via a safety app."
Sunshine,-37.795373,144.8254,2021-12-15,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a group of individuals groped me in the middle of the crowd in the underground parking lot. They eventually walked off."
Melbourne CBD,-37.832417,144.973144,2021-12-16,SEXUAL_ASSAULT,"Broad daylight, near the shops, a delivery driver violated personal space aggressively outside a 24-hour gym. I won't be walking that way again."
Tarneit,-37.796545,144.668945,2021-12-17,SEXUAL_ASSAULT,"Just after leaving the station, a lone person engaged in non-consensual touching in the underground parking lot. I quickly ducked into a shop."
Tarneit,-37.822184,144.661065,2021-12-17,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, an aggressive individual pushed past me aggressively near the ticket barriers. I reported it to a nearby officer."
Ferntree Gully,-37.907404,145.274799,2021-12-19,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, someone on an e-scooter attempted to snatch my phone near the edge of the bushland. I tried to ignore them."
Footscray,-37.820778,144.880228,2021-12-20,STREET_HARASSMENT,"During the evening rush, a person who seemed to be following me cornered me and asked personal questions near the edge of the bushland. I quickly ducked into a shop."
Tarneit,-37.822693,144.639224,2021-12-20,SEXUAL_ASSAULT,"Coming back from a night out, someone on an e-scooter committed a physical assault near the station car park. I quickly ducked into a shop."
Point Cook,-37.930018,144.771988,2021-12-25,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, a group of individuals intentionally bumped into me near the ticket barriers. I won't be walking that way again."
Point Cook,-37.905415,144.766649,2021-12-25,STREET_HARASSMENT,"Heading to the gym early, an aggressive individual shouted offensive slurs near the station entrance. I'm shaken but okay."
Point Cook,-37.952949,144.750611,2021-12-28,STREET_HARASSMENT,"Just after leaving the station, a passerby cornered me and asked personal questions near the edge of the bushland. I eventually lost them in the crowd."
Tarneit,-37.805182,144.670273,2021-12-29,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, two men grabbed my arm outside a 7-Eleven. I eventually lost them in the crowd."
Whittlesea,-37.515888,145.095992,2021-12-29,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a group of individuals tried to pull my bag near a bicycle path. I eventually lost them in the crowd."
Belgrave,-37.927954,145.356118,2021-12-30,SEXUAL_ASSAULT,"Exploring the local market, a person acting erratically tried to pull me toward a darker area near the station car park. I won't be walking that way again."
Werribee,-37.904935,144.639136,2022-01-01,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a cyclist who stopped suddenly groped me in the middle of the crowd outside a residential building. I eventually lost them in the crowd."
Mornington,-38.212614,145.044663,2022-01-05,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a middle-aged man brushed against me multiple times in the middle of the park. Thankfully, a bystander helped."
Lilydale,-37.755552,145.334825,2022-01-06,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a stranger wearing a hoodie grabbed my hand and wouldn't let go outside a residential building. I tried to ignore them."
Cranbourne,-38.122517,145.290511,2022-01-07,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, two men grabbed my hand and wouldn't let go at a crowded intersection. Thankfully, a bystander helped."
Epping,-37.655211,145.050096,2022-01-10,SEXUAL_ASSAULT,"During the evening rush, a person who seemed to be following me engaged in non-consensual touching outside a 7-Eleven. I called a friend immediately."
Ringwood,-37.788806,145.250394,2022-01-16,SEXUAL_ASSAULT,"Checking my phone at the bus stop, a cyclist who stopped suddenly violated personal space aggressively near the ticket barriers. I managed to run away."
Tarneit,-37.799511,144.65084,2022-01-16,UNWANTED_PHYSICAL_CONTACT,"Around midnight, a stranger wearing a hoodie grabbed my arm near the ticket barriers. No one intervened."
Whittlesea,-37.492914,145.129166,2022-01-17,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, a passerby grabbed my hand and wouldn't let go outside a supermarket. I reported it to a nearby officer."
Belgrave,-37.903635,145.328931,2022-01-17,STREET_HARASSMENT,"Checking my phone at the bus stop, a passerby cornered me and asked personal questions near a bicycle path. I reported it to a nearby officer."
Pakenham,-38.04762,145.458341,2022-01-17,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, a group of individuals brushed against me multiple times near the station car park. I eventually lost them in the crowd."
St Albans,-37.719605,144.794644,2022-01-17,SEXUAL_ASSAULT,"Exploring the local market, a lone person engaged in non-consensual touching outside a local pub. No one intervened."
Box Hill,-37.826097,145.130565,2022-01-18,STREET_HARASSMENT,"Just after leaving the station, a group of teenagers cornered me and asked personal questions along the main road. They eventually walked off."
Craigieburn,-37.616697,144.876321,2022-01-20,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, two men tried to pull my bag near a bicycle path. I tried to ignore them."
Cheltenham,-37.955758,145.051412,2022-01-21,SEXUAL_ASSAULT,"Just as the sun was setting, a person acting erratically violated personal space aggressively in the underground parking lot. I called a friend immediately."
Coburg,-37.721005,144.977222,2022-01-23,STREET_HARASSMENT,"Exploring the local market, a person acting erratically engaged in intimidating verbal behavior outside a 7-Eleven. I managed to run away."
Healesville,-37.634146,145.503835,2022-01-24,SEXUAL_ASSAULT,"Just as the sun was setting, a group of individuals made explicit and unwanted advances outside a 24-hour gym. I won't be walking that way again."
Lilydale,-37.761937,145.361694,2022-01-25,SEXUAL_ASSAULT,"Heading to the gym early, a group of teenagers exposed themselves in public at a crowded intersection. I won't be walking that way again."
Richmond,-37.808976,144.996581,2022-01-25,UNWANTED_PHYSICAL_CONTACT,"Heading to the gym early, two men brushed against me multiple times by the public restrooms. I felt very unsafe."
Cranbourne,-38.086809,145.298726,2022-01-26,UNWANTED_PHYSICAL_CONTACT,"After finishing dinner at a restaurant, two men grabbed my hand and wouldn't let go by the public restrooms. I reported it to a nearby officer."
Tarneit,-37.798361,144.67741,2022-01-26,SEXUAL_ASSAULT,"After finishing dinner at a restaurant, a lone person exposed themselves in public outside a supermarket. I reported it via a safety app."
Belgrave,-37.918172,145.34505,2022-01-27,SEXUAL_ASSAULT,"Checking my phone at the bus stop, two men engaged in non-consensual touching near the station car park. I won't be walking that way again."
Point Cook,-37.927379,144.744293,2022-01-27,UNWANTED_PHYSICAL_CONTACT,"Checking my phone at the bus stop, a passerby grabbed my arm near the ticket barriers. No one intervened."
Richmond,-37.815666,145.017794,2022-01-28,STREET_HARASSMENT,"While waiting for the tram, a group of individuals cornered me and asked personal questions near the entrance of a shopping centre. I called a friend immediately."
Dandenong,-38.002013,145.205768,2022-01-29,STREET_HARASSMENT,"Taking a shortcut through a park, a person acting erratically blocked my path while catcalling near a bicycle path. I reported it to a nearby officer."
Pakenham,-38.080749,145.491477,2022-01-30,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, a person who seemed to be following me tried to pull my bag near the edge of the bushland. I tried to ignore them."
Melton,-37.689026,144.570676,2022-02-01,UNWANTED_PHYSICAL_CONTACT,"Enjoying a coffee on the sidewalk, a delivery driver grabbed my arm in the underground parking lot. I quickly ducked into a shop."
Melton,-37.675069,144.595745,2022-02-02,STREET_HARASSMENT,"Coming home from the night shift, a person acting erratically blocked my path while catcalling at a crowded intersection. I reported it via a safety app."
Brighton,-37.880357,144.995848,2022-02-02,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a delivery driver grabbed my arm near the station entrance. Thankfully, a bystander helped."
Whittlesea,-37.506894,145.134848,2022-02-02,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, two men grabbed my hand and wouldn't let go along the main road. I felt very unsafe."
Ringwood,-37.823129,145.247044,2022-02-04,SEXUAL_ASSAULT,"Checking my phone at the bus stop, an individual who appeared intoxicated engaged in non-consensual touching near the entrance of a shopping centre. I reported it via a safety app."
Frankston,-38.158744,145.142063,2022-02-04,UNWANTED_PHYSICAL_CONTACT,"Browsing the shops on a busy Saturday, a passerby tried to pull my bag near the station entrance. I tried to ignore them."
Coburg,-37.761209,144.965519,2022-02-05,STREET_HARASSMENT,"On a quiet side street, an aggressive individual shouted offensive slurs near the station car park. I'm shaken but okay."
Carlton,-37.806919,144.980968,2022-02-05,SEXUAL_ASSAULT,"Coming back from a night out, a passerby violated personal space aggressively near a bicycle path. I tried to ignore them."
Dandenong,-37.97536,145.219762,2022-02-05,SEXUAL_ASSAULT,"Just after leaving the station, a cyclist who stopped suddenly groped me in the middle of the crowd near the station entrance. I won't be walking that way again."
Footscray,-37.808315,144.899232,2022-02-06,SEXUAL_ASSAULT,"Exploring the local market, a person who seemed to be following me exposed themselves in public near the edge of the bushland. I eventually lost them in the crowd."
Box Hill,-37.827022,145.129905,2022-02-09,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a cyclist who stopped suddenly made explicit and unwanted advances near the ticket barriers. I managed to run away."
Hurstbridge,-37.625494,145.185014,2022-02-09,SEXUAL_ASSAULT,"Enjoying a coffee on the sidewalk, a person who seemed to be following me tried to pull me toward a darker area near a bicycle path. I quickly ducked into a shop."
Tarneit,-37.822324,144.672539,2022-02-10,SEXUAL_ASSAULT,"Just after leaving the station, a passerby violated personal space aggressively in the underground parking lot. I felt very unsafe."
Ferntree Gully,-37.883406,145.272819,2022-02-11,UNWANTED_PHYSICAL_CONTACT,"Just after leaving the station, two men pushed past me aggressively outside a supermarket. They eventually walked off."
Hurstbridge,-37.629608,145.219991,2022-02-12,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a delivery driver groped me in the middle of the crowd near the edge of the bushland. I won't be walking that way again."
Lilydale,-37.742346,145.333358,2022-02-17,SEXUAL_ASSAULT,"While waiting for the tram, a person who seemed to be following me engaged in non-consensual touching in a poorly lit laneway. I managed to run away."
Frankston,-38.146403,145.1449,2022-02-17,SEXUAL_ASSAULT,"Heading to the gym early, a group of individuals tried to pull me toward a darker area in the underground parking lot. I'm shaken but okay."
Healesville,-37.646816,145.525383,2022-02-17,STREET_HARASSMENT,"Around midnight, a cyclist who stopped suddenly shouted derogatory remarks near a bicycle path. I reported it via a safety app."
Point Cook,-37.92309,144.734885,2022-02-18,STREET_HARASSMENT,"After finishing dinner at a restaurant, someone on an e-scooter blocked my path while catcalling in a poorly lit laneway. I tried to ignore them."
Footscray,-37.822143,144.919362,2022-02-18,UNWANTED_PHYSICAL_CONTACT,"On a quiet side street, a cyclist who stopped suddenly grabbed my hand and wouldn't let go along the main road. I felt very unsafe."
Carlton,-37.813428,144.970653,2022-02-19,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, two men made persistent unwanted comments near the station entrance. I called a friend immediately."
Carlton,-37.775549,144.953134,2022-02-21,UNWANTED_PHYSICAL_CONTACT,"Exploring the local market, someone on an e-scooter pushed past me aggressively in a poorly lit laneway. I won't be walking that way again."
St Kilda,-37.839723,144.992458,2022-02-21,SEXUAL_ASSAULT,"Heading to the gym early, a delivery driver made explicit and unwanted advances outside a 24-hour gym. Thankfully, a bystander helped."
Footscray,-37.784335,144.883538,2022-02-23,STREET_HARASSMENT,"Exploring the local market, a lone person engaged in intimidating verbal behavior outside a supermarket. I won't be walking that way again."
Belgrave,-37.921706,145.339151,2022-02-23,UNWANTED_PHYSICAL_CONTACT,"During the evening rush, a lone person intentionally bumped into me outside a 7-Eleven. I eventually lost them in the crowd."
Epping,-37.63867,145.041902,2022-02-25,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a delivery driver intentionally bumped into me near the entrance of a shopping centre. I reported it via a safety app."
Melbourne CBD,-37.802625,144.967436,2022-03-01,STREET_HARASSMENT,"While waiting for the tram, two men shouted derogatory remarks outside a residential building. I reported it via a safety app."
Cranbourne,-38.112473,145.260219,2022-03-02,SEXUAL_ASSAULT,"Heading to the gym early, a passerby tried to pull me toward a darker area by the public restrooms. I eventually lost them in the crowd."
Werribee,-37.895621,144.656804,2022-03-04,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, an aggressive individual shouted derogatory remarks in the middle of the park. I called a friend immediately."
Cheltenham,-37.955745,145.045398,2022-03-04,STREET_HARASSMENT,"Coming home from the night shift, a lone person engaged in intimidating verbal behavior outside a residential building. I quickly ducked into a shop."
Healesville,-37.640997,145.503526,2022-03-08,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a group of teenagers tried to pull me toward a darker area along the main road. I tried to ignore them."
Box Hill,-37.828327,145.10656,2022-03-08,SEXUAL_ASSAULT,"Around midnight, a passerby made explicit and unwanted advances outside a residential building. I quickly ducked into a shop."
Hurstbridge,-37.646563,145.182402,2022-03-08,STREET_HARASSMENT,"During the evening rush, a delivery driver followed me for several blocks near a bicycle path. I tried to ignore them."
Frankston,-38.119892,145.102462,2022-03-09,UNWANTED_PHYSICAL_CONTACT,"Coming home from the night shift, a delivery driver grabbed my arm near the entrance of a shopping centre. I tried to ignore them."
Cheltenham,-37.959525,145.070258,2022-03-10,UNWANTED_PHYSICAL_CONTACT,"Coming back from a night out, a delivery driver intentionally bumped into me in the middle of the park. I reported it to a nearby officer."
Cheltenham,-37.974048,145.051113,2022-03-10,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a person acting erratically committed a physical assault outside a local pub. I'm shaken but okay."
Ferntree Gully,-37.902736,145.290623,2022-03-12,SEXUAL_ASSAULT,"Coming back from a night out, a lone person violated personal space aggressively near the entrance of a shopping centre. I felt very unsafe."
Point Cook,-37.940891,144.738951,2022-03-13,STREET_HARASSMENT,"After finishing dinner at a restaurant, an individual who appeared intoxicated made persistent unwanted comments outside a residential building. I reported it to a nearby officer."
Tarneit,-37.793819,144.680975,2022-03-15,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, an aggressive individual grabbed my arm near the ticket barriers. I reported it via a safety app."
Tarneit,-37.808201,144.679609,2022-03-15,SEXUAL_ASSAULT,"Broad daylight, near the shops, an aggressive individual violated personal space aggressively in a poorly lit laneway. I tried to ignore them."
Belgrave,-37.91695,145.340775,2022-03-17,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a group of individuals pushed past me aggressively near the station car park. They eventually walked off."
Lilydale,-37.765278,145.366612,2022-03-17,SEXUAL_ASSAULT,"Checking my phone at the bus stop, an aggressive individual engaged in non-consensual touching by the public restrooms. I won't be walking that way again."
Sunshine,-37.755703,144.849081,2022-03-17,SEXUAL_ASSAULT,"Heading to the gym early, a passerby violated personal space aggressively in the underground parking lot. I reported it to a nearby officer."
Tarneit,-37.78632,144.662714,2022-03-18,UNWANTED_PHYSICAL_CONTACT,"Broad daylight, near the shops, a person who seemed to be following me grabbed my arm at a crowded intersection. I managed to run away."
Whittlesea,-37.536517,145.096792,2022-03-19,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a stranger wearing a hoodie made persistent unwanted comments outside a 24-hour gym. Thankfully, a bystander helped."
St Kilda,-37.84515,144.9924,2022-03-20,STREET_HARASSMENT,"Enjoying a coffee on the sidewalk, a person who seemed to be following me shouted derogatory remarks in the middle of the park. I reported it via a safety app."
Carlton,-37.791042,144.95694,2022-03-20,SEXUAL_ASSAULT,"On a quiet side street, a group of teenagers violated personal space aggressively near the ticket barriers. I reported it via a safety app."
Ringwood,-37.811069,145.210957,2022-03-21,STREET_HARASSMENT,"While waiting for the tram, two men shouted derogatory remarks at a crowded intersection. I tried to ignore them."
Whittlesea,-37.493516,145.114917,2022-03-24,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a lone person attempted to snatch my phone near the ticket barriers. I managed to run away."
Tarneit,-37.791852,144.665718,2022-03-24,UNWANTED_PHYSICAL_CONTACT,"While waiting for the tram, a group of teenagers attempted to snatch my phone near a bicycle path. Thankfully, a bystander helped."
Belgrave,-37.909505,145.361853,2022-03-25,STREET_HARASSMENT,"Browsing the shops on a busy Saturday, a stranger wearing a hoodie followed me for several blocks near the station car park. I reported it via a safety app."
Tarneit,-37.794922,144.673684,2022-03-28,SEXUAL_ASSAULT,"Taking a shortcut through a park, a stranger wearing a hoodie exposed themselves in public outside a local pub. I tried to ignore them."
Hurstbridge,-37.626295,145.208366,2022-03-28,UNWANTED_PHYSICAL_CONTACT,"Walking to my car, a passerby brushed against me multiple times outside a 24-hour gym. I quickly ducked into a shop."
Belgrave,-37.924302,145.359049,2022-03-29,UNWANTED_PHYSICAL_CONTACT,"Just as the sun was setting, a lone person intentionally bumped into me in the middle of the park. I quickly ducked into a shop."
Pakenham,-38.080897,145.469112,2022-03-30,UNWANTED_PHYSICAL_CONTACT,"Waiting for a rideshare to arrive, an individual who appeared intoxicated pushed past me aggressively by the public restrooms. No one intervened."
St Kilda,-37.877301,144.97707,2022-04-01,SEXUAL_ASSAULT,"Walking the dog around the block, a person acting erratically made explicit and unwanted advances near the entrance of a shopping centre. I reported it via a safety app."
Ringwood,-37.810715,145.22514,2022-04-02,UNWANTED_PHYSICAL_CONTACT,"While walking home, a stranger wearing a hoodie intentionally bumped into me near the ticket barriers. No one intervened."
Werribee,-37.879658,144.660024,2022-04-02,STREET_HARASSMENT,"Broad daylight, near the shops, someone on an e-scooter shouted offensive slurs in a poorly lit laneway. I'm shaken but okay."
Footscray,-37.812561,144.878264,2022-04-03,STREET_HARASSMENT,"Taking a shortcut through a park, a delivery driver shouted derogatory remarks in a poorly lit laneway. I felt very unsafe."
Frankston,-38.152679,145.097709,2022-04-03,STREET_HARASSMENT,"Checking my phone at the bus stop, a person who seemed to be following me followed me for several blocks at a crowded intersection. Thankfully, a bystander helped."
Brighton,-37.923827,144.983119,2022-04-05,SEXUAL_ASSAULT,"Just as the sun was setting, a delivery driver tried to pull me toward a darker area near the ticket barriers. I felt very unsafe."
Footscray,-37.80996,144.883111,2022-04-05,STREET_HARASSMENT,"Walking to my car, someone on an e-scooter blocked my path while catcalling near the ticket barriers. They eventually walked off."
Werribee,-37.918513,144.651025,2022-04-05,SEXUAL_ASSAULT,"Walking the dog around the block, a lone person tried to pull me toward a darker area near a bicycle path. I'm shaken but okay."
Box Hill,-37.805366,145.124652,2022-04-05,UNWANTED_PHYSICAL_CONTACT,"Passing by a construction site, someone on an e-scooter tried to pull my bag outside a 7-Eleven. I tried to ignore them."
Craigieburn,-37.604446,144.877921,2022-04-06,SEXUAL_ASSAULT,"Exploring the local market, a passerby violated personal space aggressively in the underground parking lot. Thankfully, a bystander helped."
Dandenong,-37.996994,145.18987,2022-04-07,SEXUAL_ASSAULT,"Waiting for a rideshare to arrive, a person who seemed to be following me violated personal space aggressively at a crowded intersection. I quickly ducked into a shop."
Dandenong,-37.96763,145.197305,2022-04-07,STREET_HARASSMENT,"Just after leaving the station, a stranger wearing a hoodie followed me for several blocks by the public restrooms. I tried to ignore them."
Belgrave,-37.930741,145.369261,2022-04-09,SEXUAL_ASSAULT,"Exploring the local market, a cyclist who stopped suddenly exposed themselves in public near the ticket barriers. I reported it to a nearby officer."
Dandenong,-37.974284,145.209247,2022-04-10,SEXUAL_ASSAULT,"Just as the sun was setting, an aggressive individual engaged in non-consensual touching outside a 24-hour gym. No one intervened."
Cranbourne,-38.123099,145.257891,2022-04-10,SEXUAL_ASSAULT,"Exploring the local market, an individual who appeared intoxicated exposed themselves in public near a bicycle path. I won't be walking that way again."
Broadmeadows,-37.670621,144.909377,2022-04-13,STREET_HARASSMENT,"While walking home, a person acting erratically blocked my path while catcalling in the underground parking lot. I reported it via a safety app."
